4.102904137146207164e-01,7.146346408537898043e-01
4.334373852535235438e-01,7.113280440300772112e-01
4.565843567924263713e-01,7.080214472063646181e-01
4.797313283313291432e-01,7.047148503826519139e-01
5.028782998702320262e-01,7.014082535589393208e-01
5.260252714091347981e-01,6.981016567352267277e-01
5.491722429480376810e-01,6.947950599115141346e-01
5.723192144869404530e-01,6.914884630878014304e-01
5.954661860258432249e-01,6.881818662640888373e-01
6.186131575647461078e-01,6.848752694403762442e-01
6.417601291036489908e-01,6.815686726166636511e-01
6.649071006425517627e-01,6.782620757929509470e-01
6.880540721814545346e-01,6.749554789692383538e-01
7.112010437203573066e-01,6.716488821455257607e-01
7.343480152592601895e-01,6.683422853218131676e-01
7.574949867981630725e-01,6.650356884981005745e-01
7.806419583370658444e-01,6.617290916743878704e-01
8.037889298759686163e-01,6.584224948506752773e-01
8.269359014148714992e-01,6.551158980269626841e-01
8.500828729537743822e-01,6.518093012032499800e-01
8.732298444926771541e-01,6.485027043795373869e-01
8.963768160315799260e-01,6.451961075558247938e-01
9.195237875704828090e-01,6.418895107321122007e-01
9.426707591093855809e-01,6.385829139083996075e-01
9.741471174061148153e-01,6.340864454960597474e-01
9.515243977591317792e-01,6.281764175983782783e-01
9.289016781121488542e-01,6.222663897006968092e-01
9.062789584651658181e-01,6.163563618030153402e-01
8.836562388181827821e-01,6.104463339053338711e-01
8.610335191711998570e-01,6.045363060076524020e-01
8.384107995242168210e-01,5.986262781099709329e-01
8.157880798772338959e-01,5.927162502122893528e-01
7.931653602302508599e-01,5.868062223146078837e-01
7.705426405832678238e-01,5.808961944169264147e-01
7.479199209362848988e-01,5.749861665192449456e-01
7.252972012893018627e-01,5.690761386215634765e-01
7.026744816423189377e-01,5.631661107238820074e-01
6.800517619953359016e-01,5.572560828262005383e-01
6.574290423483528656e-01,5.513460549285190693e-01
6.348063227013698295e-01,5.454360270308376002e-01
6.121836030543869045e-01,5.395259991331561311e-01
5.895608834074039795e-01,5.336159712354746620e-01
5.669381637604209434e-01,5.277059433377931930e-01
5.443154441134379073e-01,5.217959154401117239e-01
5.216927244664548713e-01,5.158858875424302548e-01
4.990700048194719463e-01,5.099758596447487857e-01
4.764472851724889102e-01,5.040658317470672056e-01
4.538245655255059852e-01,4.981558038493857921e-01
4.312018458785229491e-01,4.922457759517042675e-01
4.085791262315399131e-01,4.863357480540227984e-01
3.859564065845569880e-01,4.804257201563413293e-01
3.633336869375739520e-01,4.745156922586598602e-01
3.407109672905909159e-01,4.686056643609783912e-01
3.180882476436079909e-01,4.626956364632969221e-01
2.954655279966249548e-01,4.567856085656154530e-01
2.728428083496420298e-01,4.508755806679339839e-01
2.502200887026589937e-01,4.449655527702525148e-01
2.275973690556759577e-01,4.390555248725710458e-01
2.049746494086930326e-01,4.331454969748895212e-01
1.823519297617099966e-01,4.272354690772080521e-01
1.597292101147270715e-01,4.213254411795265830e-01
1.371064904677440355e-01,4.154154132818451139e-01
1.144837708207609994e-01,4.095053853841635894e-01
9.659276664571114779e-02,4.048314851881639198e-01
1.173621133065207156e-01,3.940913681841233251e-01
1.381314599673302834e-01,3.833512511800827305e-01
1.589008066281398790e-01,3.726111341760421358e-01
1.796701532889494191e-01,3.618710171720015412e-01
2.004394999497590146e-01,3.511309001679609465e-01
2.212088466105685824e-01,3.403907831639203518e-01
2.419781932713781503e-01,3.296506661598797017e-01
2.627475399321876903e-01,3.189105491558391625e-01
2.835168865929972859e-01,3.081704321517985123e-01
3.042862332538068815e-01,2.974303151477579732e-01
3.250555799146164215e-01,2.866901981437173230e-01
3.458249265754260171e-01,2.759500811396767284e-01
3.756515352602333158e-01,2.605263284169669902e-01
3.647681185030781648e-01,2.812209439888359030e-01
3.538847017459230693e-01,3.019155595607048159e-01
3.430012849887679183e-01,3.226101751325736733e-01
3.321178682316128228e-01,3.433047907044425862e-01
3.212344514744576718e-01,3.639994062763114990e-01
3.103510347173025763e-01,3.846940218481803564e-01
2.994676179601474253e-01,4.053886374200492693e-01
2.885842012029923298e-01,4.260832529919181821e-01
2.777007844458371788e-01,4.467778685637870950e-01
2.668173676886820833e-01,4.674724841356560079e-01
2.559339509315269323e-01,4.881670997075248652e-01
2.450505341743718091e-01,5.088617152793937226e-01
2.341671174172166858e-01,5.295563308512627465e-01
2.232837006600615626e-01,5.502509464231315484e-01
2.124002839029064393e-01,5.709455619950004612e-01
2.015168671457513161e-01,5.916401775668693741e-01
1.906334503885961928e-01,6.123347931387382870e-01
1.797500336314410696e-01,6.330294087106071999e-01
1.688666168742859464e-01,6.537240242824760017e-01
1.579832001171308231e-01,6.744186398543450256e-01
1.470997833599756999e-01,6.951132554262138274e-01
1.362163666028205766e-01,7.158078709980827403e-01
1.208356835093961079e-01,7.450539552888366668e-01
